file 'bm4ZB.out'; 9 or 999.9999 indicates missing data.
label
ewg       w         rp        v         sd        run       gl        pgk     
cg        gpdh      ninaC     glt       prd       mhc       ddc       duc    
eve       sli       plu       egfr      twi       zip       lsp       ve    
acr       dbi       h         cyc       fz        eip       tra       rdg    
ht        ant       ninaE     fas       mst       odh       tub       hb    
rox       ald       mlc       jan       efi                                   
pc1       adjpc1    area      areat     tibia
BM22-4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 9 2 2 2 2 2 2 2 2  -0.02166  -0.20349   0.00235   0.00535   0.44000
BM22-5 2 2 2 0 0 0 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 9 1 1 1 1 1 1 1 1 2 2 2 2 2 9 2 2 2 2 2 2 2 2  -0.02089  -0.15297   0.00245   0.00581   0.42100
BM23-1 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01009  -0.06225   0.00413   0.00883   0.46800
BM23-2 2 2 2 2 2 0 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1  -0.02151  -0.21979   0.00252   0.00556   0.45300
BM23-3 2 2 2 2 2 2 1 1 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1  -0.02343  -0.18300   0.00205   0.00442   0.46400
BM23-4 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1  -0.00762  -0.06032   0.00451   0.00985   0.45800
BM23-5 0 0 0 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2  -0.01830  -0.12137   0.00288   0.00628   0.45800
BM24-1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01765  -0.11480   0.00294   0.00650   0.45300
BM24-2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.01380  -0.03197   0.00345   0.00798   0.43200
BM24-3 2 2 2 2 0 2 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1  -0.01458  -0.02820   0.00336   0.00742   0.45200
BM24-4 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2  -0.02122  -0.14618   0.00255   0.00576   0.44300
BM24-5 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2  -0.01998  -0.14042   0.00262   0.00577   0.45400
BM25-1 0 0 0 2 2 2 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 1 1 1 1  -0.02083  -0.17340   0.00249   0.00597   0.41700
BM25-2 2 2 2 2 2 2 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.01945  -0.19978   0.00262   0.00567   0.46300
BM25-3 0 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00853  -0.08614   0.00444   0.01012   0.43900
BM25-4 2 2 2 0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2  -0.01812  -0.24131   0.00291   0.00674   0.43200
BM25-5 0 0 0 0 0 0 2 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00714  -0.04746   0.00464   0.01084   0.42800
BM26-1 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00769   0.03579   0.00438   0.01001   0.43800
BM26-2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2  -0.01380  -0.07903   0.00356   0.00817   0.43600
BM26-3 0 0 0 0 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01408  -0.11031   0.00356   0.00797   0.44700
BM26-4 2 2 2 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2  -0.01267  -0.15263   0.00364   0.00829   0.43900
BM26-5 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2  -0.01888  -0.18149   0.00272   0.00588   0.46300
BM27-1 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2  -0.02067  -0.23230   0.00241   0.00570   0.42300
BM27-2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 2 2 2  -0.01592  -0.07339   0.00310   0.00676   0.45800
BM27-3 0 0 2 2 2 2 1 9 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1  -0.00905  -0.07658   0.00438   0.00957   0.45800
BM27-4 2 2 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.01408  -0.10380   0.00353   0.00855   0.41300
BM27-5 0 0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.01895  -0.08751   0.00284   0.00652   0.43500
BM28-1 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 2 2 2 1 1 1 2 2 2 2 2 2  -0.01891  -0.23639   0.00255   0.00591   0.43200
BM28-2 2 2 0 0 0 0 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1  -0.01526  -0.14331   0.00332   0.00743   0.44700
BM28-3 0 0 0 2 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2  -0.00791  -0.00715   0.00437   0.00934   0.46800
BM28-4 2 2 0 0 0 0 1 1 1 1 1 1 1 1 2 2 2 2 1 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02020  -0.24513   0.00246   0.00556   0.44200
BM28-5 0 0 0 0 0 9 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1  -0.01576  -0.10658   0.00326   0.00792   0.41200
BM29-1 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01507  -0.10671   0.00328   0.00738   0.44400
BM29-2 0 0 0 0 0 0 2 2 2 2 2 2 1 1 1 2 1 2 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01221  -0.13511   0.00387   0.00882   0.43800
BM29-3 2 2 0 0 0 0 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00892  -0.00572   0.00431   0.00987   0.43700
BM29-4 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2  -0.00790  -0.07130   0.00460   0.00987   0.46600
BM29-5 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1  -0.00860  -0.07691   0.00449   0.00976   0.46000
BM30-1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 9 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1  -0.02021  -0.22162   0.00262   0.00581   0.45100
BM31-1 0 0 0 0 0 0 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1  -0.00649  -0.03280   0.00487   0.01087   0.44800
BM31-2 2 2 0 0 0 0 2 2 2 2 2 1 1 1 1 9 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01575  -0.17665   0.00341   0.00770   0.44200
BM31-3 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1  -0.01555  -0.18952   0.00325   0.00740   0.43900
BM31-4 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1  -0.01933  -0.19582   0.00264   0.00580   0.45500
BM31-5 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2  -0.01700  -0.18245   0.00303   0.00711   0.42600
BM32-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02140  -0.24061   0.00221   0.00521   0.42500
BM32-2 0 0 0 0 0 2 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 2 2 2 2  -0.00768  -0.03884   0.00457   0.00992   0.46100
BM32-3 2 2 2 2 0 0 2 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1  -0.01972  -0.25007   0.00254   0.00553   0.46000
BM32-4 0 0 0 0 0 2 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2  -0.00736   0.01983   0.00452   0.01031   0.43800
BM32-5 2 2 2 2 2 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2  -0.01753  -0.09014   0.00277   0.00594   0.46600
BM33-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01043  -0.07111   0.00420   0.00930   0.45100
BM33-2 0 0 0 0 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 9 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00582   0.00679   0.00491   0.01157   0.42400
BM33-3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01816  -0.09816   0.00290   0.00660   0.44000
BM33-4 0 0 0 0 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2  -0.00830  -0.09855   0.00448   0.01030   0.43500
BM33-5 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01010  -0.04924   0.00411   0.00958   0.42900
BM34-3 0 0 0 0 0 2 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1  -0.01906  -0.15256   0.00277   0.00621   0.44700
BM34-4 2 2 0 0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2  -0.01165  -0.04232   0.00400   0.00887   0.45100
BM35-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 1 1 1 1  -0.01449  -0.15828   0.00348   0.00755   0.46100
BM35-2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2  -0.00820  -0.04826   0.00449   0.01030   0.43600
BM35-3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01276  -0.09962   0.00374   0.00810   0.46100
BM35-4 9 0 0 0 9 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 9 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00783   0.02943   0.00452   0.01039   0.43500
BM36-1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01661  -0.13740   0.00307   0.00689   0.44600
BM36-2 2 0 2 2 0 0 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1  -0.02112  -0.21461   0.00239   0.00548   0.43600
BM36-3 0 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2  -0.00995  -0.04097   0.00421   0.00926   0.45500
BM36-4 2 0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01254  -0.06084   0.00387   0.00871   0.44500
BM36-5 0 2 0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1  -0.01428  -0.16059   0.00360   0.00838   0.42900
BM37-1 0 0 0 0 0 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1  -0.01690  -0.14945   0.00295   0.00662   0.44600
BM37-2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1  -0.01723  -0.20471   0.00310   0.00680   0.45600
BM37-3 0 0 0 0 0 0 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1  -0.01825  -0.19660   0.00277   0.00637   0.43500
BM37-4 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2  -0.01543  -0.16780   0.00309   0.00682   0.45300
BM37-5 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 1  -0.01321  -0.15741   0.00361   0.00819   0.44100
BM38-1 0 0 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1  -0.01510  -0.17543   0.00339   0.00759   0.44700
BM38-2 2 2 2 0 0 0 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1  -0.01712  -0.12771   0.00297   0.00688   0.43200
BM38-3 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02122  -0.21122   0.00239   0.00558   0.42800
BM38-4 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2  -0.00792  -0.06538   0.00449   0.00975   0.46100
BM38-5 9 0 0 0 9 2 9 1 1 9 1 9 1 9 1 9 1 1 1 9 1 9 9 1 1 9 1 9 2 9 2 2 9 1 9 9 1 2 9 2 9 2 2 1 9  -0.00883   0.01091   0.00441   0.00967   0.45600
BM39-1 2 2 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01149  -0.05875   0.00402   0.00896   0.44900
BM39-2 0 0 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02536  -0.23725   0.00180   0.00414   0.43500
BM39-3 2 2 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02112  -0.19607   0.00245   0.00573   0.42800
BM39-4 0 0 2 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1  -0.01314  -0.12215   0.00369   0.00839   0.44000
BM39-5 2 2 2 2 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1  -0.00838  -0.06969   0.00449   0.00960   0.46800
BM40-1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2  -0.01558  -0.20576   0.00307   0.00711   0.43100
BM40-2 2 2 2 2 2 0 1 1 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01478  -0.15250   0.00336   0.00745   0.45100
BM40-3 0 0 0 0 0 0 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2  -0.01206  -0.05362   0.00382   0.00893   0.42800
BM40-4 9 2 2 2 9 2 9 9 1 9 1 9 1 9 2 9 2 2 2 9 2 9 9 1 2 9 2 9 2 9 2 2 9 2 9 9 2 2 9 2 9 1 1 1 9  -0.02463  -0.23294   0.00192   0.00467   0.41100
BM40-5 9 0 2 2 9 2 9 1 1 9 1 9 1 9 2 9 2 2 1 9 1 9 9 2 2 9 2 9 2 9 2 1 9 1 9 9 1 1 9 1 9 1 1 1 9  -0.01584  -0.14770   0.00313   0.00706   0.44400
BM35-5 9 2 2 2 9 2 9 1 1 9 1 9 1 9 1 9 1 1 1 9 1 9 9 1 1 9 1 9 1 9 1 2 9 2 9 9 1 1 9 1 9 1 1 1 9  -0.01006  -0.08389   0.00412   0.00910   0.45300


