file 'bm4ZB.out'; 9 or 999.9999 indicates missing data.
label
ewg       w         rp        v         sd        run       gl        pgk     
cg        gpdh      ninaC     glt       prd       mhc       ddc       duc    
eve       sli       plu       egfr      twi       zip       lsp       ve    
acr       dbi       h         cyc       fz        eip       tra       rdg    
ht        ant       ninaE     fas       mst       odh       tub       hb    
rox       ald       mlc       jan       efi                                   
pc1       adjpc1    area      areat     tibia
BM08-4 0 0 0 0 2 2 1 2 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00555  -0.00861   0.00516   0.01140   0.45300
BM08-5 2 2 2 2 2 2 1 1 1 1 1 1 9 1 1 1 1 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 9 2 2 1 1 1 1 1  -0.01995  -0.15518   0.00278   0.00700   0.39700
BM09-1 2 2 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2  -0.01730  -0.15923   0.00303   0.00674   0.44900
BM09-2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1  -0.02211  -0.23490   0.00239   0.00538   0.44300
BM09-3 2 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2  -0.01452  -0.13746   0.00340   0.00748   0.45400
BM09-4 2 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1  -0.01765  -0.18902   0.00305   0.00665   0.45900
BM09-5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1  -0.01209  -0.13795   0.00386   0.00867   0.44500
BM10-1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2  -0.01321  -0.08817   0.00375   0.00810   0.46300
BM10-2 0 0 2 2 2 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2  -0.01153   0.01222   0.00378   0.00831   0.45500
BM10-3 0 0 0 0 0 0 1 1 1 2 2 2 2 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1  -0.00719  -0.08091   0.00469   0.01020   0.46000
BM10-4 0 0 0 0 0 0 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 1 1 1 1 1  -0.01471  -0.10289   0.00323   0.00711   0.45500
BM10-5 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02190  -0.24824   0.00205   0.00474   0.43200
BM11-1 2 2 2 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 9 1 1 2 2 2 2 2 2 2 2 2 1  -0.01754  -0.17999   0.00297   0.00701   0.42400
BM11-2 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01575  -0.06744   0.00317   0.00749   0.42300
BM11-3 2 2 2 2 0 0 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01030  -0.08548   0.00412   0.00950   0.43300
BM11-4 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01465  -0.16122   0.00331   0.00757   0.43700
BM11-5 0 0 0 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 2 2 2 2 2  -0.01297  -0.11751   0.00386   0.00901   0.42800
BM12-1 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2  -0.01690  -0.18004   0.00325   0.00761   0.42700
BM12-2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1  -0.01046  -0.11710   0.00410   0.00890   0.46000
BM12-3 9 0 0 0 9 0 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 9 2 2 2 2 9 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2  -0.01934  -0.23549   0.00247   0.00577   0.42800
BM12-4 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2  -0.01879  -0.13027   0.00268   0.00640   0.41900
BM12-5 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01256  -0.13228   0.00375   0.00856   0.43800
BM13-1 0 0 0 0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1  -0.01727  -0.20177   0.00286   0.00677   0.42200
BM13-2 2 2 2 2 2 0 1 9 1 1 1 1 2 2 2 2 9 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02103  -0.17704   0.00243   0.00573   0.42400
BM13-3 0 0 0 0 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02285  -0.27399   0.00211   0.00470   0.44800
BM13-4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1  -0.02118  -0.25469   0.00211   0.00479   0.44100
BM13-5 0 0 0 0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02105  -0.29145   0.00228   0.00515   0.44200
BM14-1 2 2 2 2 2 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.00793  -0.03350   0.00451   0.00961   0.46900
BM14-2 0 0 0 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1  -0.01958  -0.22428   0.00263   0.00573   0.46000
BM14-3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01323  -0.05465   0.00361   0.00807   0.44800
BM14-4 0 0 0 0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02104  -0.25903   0.00232   0.00541   0.42800
BM14-5 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 2 2 2  -0.02176  -0.25301   0.00229   0.00527   0.43500
BM15-1 0 2 2 2 0 0 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01453  -0.07220   0.00346   0.00783   0.44200
BM15-2 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1  -0.01027  -0.07864   0.00429   0.00896   0.47900
BM15-3 2 2 2 2 2 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00766  -0.09495   0.00441   0.00962   0.45800
BM15-4 0 0 0 2 2 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 9 2 1 1 1 1 1 1 1 9 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01293  -0.13338   0.00367   0.00809   0.45400
BM15-5 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1  -0.02184  -0.24074   0.00225   0.00520   0.43200
BM16-1 0 0 0 0 0 2 2 2 2 2 2 2 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1  -0.01936  -0.25841   0.00257   0.00577   0.44500
BM16-2 2 2 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.00784   0.01753   0.00464   0.01072   0.43300
BM16-3 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 2  -0.02338  -0.21120   0.00224   0.00509   0.43900
BM16-4 2 2 2 2 0 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00750   0.03123   0.00451   0.00996   0.45300
BM16-5 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 2 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01360  -0.16811   0.00342   0.00740   0.46200
BM17-1 0 0 0 0 2 2 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 1 1 1 1 1  -0.01081  -0.07528   0.00406   0.00916   0.44300
BM17-2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01784  -0.07042   0.00284   0.00650   0.43700
BM17-3 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1  -0.01417  -0.11364   0.00345   0.00771   0.44700
BM17-4 2 2 2 2 2 0 1 1 1 9 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.01118  -0.16727   0.00395   0.00862   0.45800
BM17-5 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01790  -0.18709   0.00279   0.00617   0.45200
BM18-1 0 0 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1  -0.02023  -0.18580   0.00258   0.00570   0.45300
BM18-2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01165  -0.10126   0.00394   0.00842   0.46800
BM18-3 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2  -0.00335  -0.01598   0.00541   0.01222   0.44300
BM18-4 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1  -0.01879  -0.19430   0.00274   0.00619   0.44300
BM18-5 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 2 2 2 1 1 1 1 1 1 2 2  -0.02036  -0.20299   0.00250   0.00557   0.44800
BM19-1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2  -0.01770  -0.11520   0.00308   0.00688   0.44700
BM19-2 0 0 0 2 2 2 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 2 2  -0.01362  -0.11170   0.00348   0.00768   0.45300
BM19-3 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01511  -0.12871   0.00335   0.00719   0.46600
BM19-4 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2  -0.01669  -0.02707   0.00311   0.00694   0.44800
BM19-5 2 2 2 2 0 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1  -0.01693  -0.14841   0.00315   0.00681   0.46300
BM20-1 0 0 0 0 0 0 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00555   0.01494   0.00483   0.01144   0.42200
BM20-2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02044  -0.28593   0.00243   0.00541   0.44900
BM20-3 0 0 0 0 0 0 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2  -0.01437  -0.09393   0.00349   0.00800   0.43600
BM20-4 2 2 2 2 2 2 2 2 2 2 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 1 1 1 1 1  -0.01835  -0.22731   0.00292   0.00638   0.45800
BM20-5 0 0 0 0 0 0 2 2 2 2 1 1 1 1 1 1 1 2 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00692  -0.05778   0.00469   0.01088   0.43100
BM21-1 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02525  -0.14757   0.00183   0.00408   0.44800
BM21-2 0 0 0 0 0 0 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1  -0.02419  -0.16800   0.00212   0.00490   0.43300
BM21-3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2  -0.02876  -0.17583   0.00151   0.00342   0.44200
BM21-4 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 9 2 2 2 2  -0.01425  -0.11242   0.00351   0.00759   0.46200
BM21-5 2 2 2 2 2 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.00588  -0.00484   0.00486   0.01063   0.45700
BM22-1 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2  -0.00814  -0.05469   0.00462   0.01072   0.43100
BM22-2 0 0 0 0 0 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1  -0.01026  -0.08685   0.00420   0.00970   0.43300
BM22-3 0 0 0 0 0 0 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 1 2 2 2 2 2 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2  -0.01557  -0.14413   0.00319   0.00731   0.43700
